,Year,Average_Temp,State,percipitation,Abbreviation,RPS,Enacted,CoalPrice,SolarPrice,PetroleumPrice,GasPrice
846,1999,59.7,North Carolina,52.47,NC,True,2007,,5.092138631,15.56,3.876666666666667
847,2000,58.4,North Carolina,44.36,NC,True,2007,,4.879966188,26.72,7.526666666666666
848,2001,59.4,North Carolina,37.81,NC,True,2007,,4.773879966,21.84,5.665
849,2002,60.0,North Carolina,47.53,NC,True,2007,99.76666666666668,4.031276416,22.51,5.429166666666667
850,2003,58.7,North Carolina,63.16,NC,True,2007,99.93333333333334,3.978233305,27.56,8.579166666666667
851,2004,59.3,North Carolina,49.15,NC,True,2007,108.91666666666669,4.137362637,36.77,8.965833333333334
852,2005,59.4,North Carolina,47.58,NC,True,2007,116.51666666666668,4.243448859,50.28,13.141666666666666
853,2006,59.8,North Carolina,51.17,NC,True,2007,126.3,4.455621302,59.69,9.25
854,2007,60.5,North Carolina,34.75,NC,True,2007,130.525,4.137362637,66.52,9.614166666666668
855,2008,59.3,North Carolina,45.81,NC,True,2007,161.525,3.447802198,94.04,11.5625
856,2009,58.9,North Carolina,53.2,NC,True,2007,182.40833333333333,2.386939983,56.35,5.14
857,2010,59.0,North Carolina,46.27,NC,True,2007,189.55,2.04475,74.71,5.524166666666667
858,2011,60.4,North Carolina,45.99,NC,True,2007,207.04166666666663,1.67725,95.73,5.066666666666666
859,2012,60.7,North Carolina,46.62,NC,True,2007,211.29166666666663,0.876416667,94.52,3.45
860,2013,58.6,North Carolina,56.45,NC,True,2007,208.11666666666667,0.696333333,95.99,4.566666666666666
861,2014,58.4,North Carolina,50.08,NC,True,2007,199.93333333333337,0.6415,87.39,5.113333333333333
862,2015,60.5,North Carolina,58.32,NC,True,2007,194.0,0.5965,44.39,3.0700000000000003
863,2016,60.8,North Carolina,50.61,NC,True,2007,189.58333333333331,0.5505,38.29,3.0966666666666662
864,2017,61.0,North Carolina,47.96,NC,True,2007,195.8166666666667,0.462166667,48.05,3.4933333333333336
865,2018,60.4,North Carolina,68.35,NC,True,2007,199.59166666666667,0.4115,61.4,3.523333333333333
866,2019,61.3,North Carolina,51.14,NC,True,2007,199.825,0.37725,55.59,2.803333333333333
867,2020,60.8,North Carolina,66.55,NC,True,2007,188.9416666666667,,36.86,2.2416666666666667
868,1990,52.7,Ohio,51.07,OH,True,2008,,8.805156382,20.03,
869,1991,53.1,Ohio,31.61,OH,True,2008,,7.95646661,16.54,
870,1992,50.3,Ohio,39.78,OH,True,2008,,7.21386306,15.99,
871,1993,50.4,Ohio,38.63,OH,True,2008,,7.107776839,14.25,
872,1994,50.5,Ohio,35.6,OH,True,2008,,6.365173288,13.19,
873,1995,50.3,Ohio,38.67,OH,True,2008,,5.834742181,14.62,
874,1996,49.5,Ohio,46.85,OH,True,2008,,6.046914624,18.46,
875,1997,49.9,Ohio,38.35,OH,True,2008,,6.365173288,17.23,4.315
876,1998,54.1,Ohio,39.97,OH,True,2008,,5.728655959,10.87,3.5683333333333334
877,1999,52.3,Ohio,33.07,OH,True,2008,,5.092138631,15.56,3.876666666666667
878,2000,50.8,Ohio,40.85,OH,True,2008,,4.879966188,26.72,7.526666666666666
879,2001,52.4,Ohio,37.3,OH,True,2008,,4.773879966,21.84,5.665
880,2002,52.5,Ohio,38.6,OH,True,2008,99.76666666666668,4.031276416,22.51,5.429166666666667
881,2003,50.2,Ohio,46.42,OH,True,2008,99.93333333333334,3.978233305,27.56,8.579166666666667
882,2004,51.3,Ohio,45.45,OH,True,2008,108.91666666666669,4.137362637,36.77,8.965833333333334
883,2005,51.8,Ohio,40.11,OH,True,2008,116.51666666666668,4.243448859,50.28,13.141666666666666
884,2006,52.7,Ohio,43.56,OH,True,2008,126.3,4.455621302,59.69,9.25
885,2007,52.3,Ohio,41.16,OH,True,2008,130.525,4.137362637,66.52,9.614166666666668
886,2008,50.6,Ohio,44.11,OH,True,2008,161.525,3.447802198,94.04,11.5625
887,2009,50.5,Ohio,36.5,OH,True,2008,182.40833333333333,2.386939983,56.35,5.14
888,2010,51.7,Ohio,36.76,OH,True,2008,189.55,2.04475,74.71,5.524166666666667
889,2011,52.3,Ohio,55.95,OH,True,2008,207.04166666666663,1.67725,95.73,5.066666666666666
890,2012,54.0,Ohio,37.28,OH,True,2008,211.29166666666663,0.876416667,94.52,3.45
891,2013,50.9,Ohio,41.69,OH,True,2008,208.11666666666667,0.696333333,95.99,4.566666666666666
892,2014,49.2,Ohio,38.56,OH,True,2008,199.93333333333337,0.6415,87.39,5.113333333333333
893,2015,51.6,Ohio,43.01,OH,True,2008,194.0,0.5965,44.39,3.0700000000000003
894,2016,53.6,Ohio,37.39,OH,True,2008,189.58333333333331,0.5505,38.29,3.0966666666666662
895,2017,53.2,Ohio,45.51,OH,True,2008,195.8166666666667,0.462166667,48.05,3.4933333333333336
896,2018,52.2,Ohio,50.93,OH,True,2008,199.59166666666667,0.4115,61.4,3.523333333333333
897,2019,52.4,Ohio,46.87,OH,True,2008,199.825,0.37725,55.59,2.803333333333333
898,2020,53.0,Ohio,42.32,OH,True,2008,188.9416666666667,,36.86,2.2416666666666667
899,1990,47.4,Oregon,29.91,OR,True,2007,,8.805156382,20.03,
900,1991,47.6,Oregon,29.57,OR,True,2007,,7.95646661,16.54,
901,1992,49.4,Oregon,27.55,OR,True,2007,,7.21386306,15.99,
902,1993,45.5,Oregon,31.15,OR,True,2007,,7.107776839,14.25,
903,1994,47.8,Oregon,28.59,OR,True,2007,,6.365173288,13.19,
904,1995,48.1,Oregon,41.42,OR,True,2007,,5.834742181,14.62,
905,1996,47.6,Oregon,48.87,OR,True,2007,,6.046914624,18.46,
906,1997,47.8,Oregon,32.6,OR,True,2007,,6.365173288,17.23,4.315
907,1998,47.8,Oregon,42.91,OR,True,2007,,5.728655959,10.87,3.5683333333333334
908,1999,47.2,Oregon,31.64,OR,True,2007,,5.092138631,15.56,3.876666666666667
909,2000,47.5,Oregon,27.91,OR,True,2007,,4.879966188,26.72,7.526666666666666
910,2001,47.8,Oregon,26.84,OR,True,2007,,4.773879966,21.84,5.665
911,2002,47.7,Oregon,26.21,OR,True,2007,99.76666666666668,4.031276416,22.51,5.429166666666667
912,2003,49.0,Oregon,32.06,OR,True,2007,99.93333333333334,3.978233305,27.56,8.579166666666667
913,2004,48.4,Oregon,29.69,OR,True,2007,108.91666666666669,4.137362637,36.77,8.965833333333334
914,2005,47.7,Oregon,33.22,OR,True,2007,116.51666666666668,4.243448859,50.28,13.141666666666666
915,2006,48.0,Oregon,36.44,OR,True,2007,126.3,4.455621302,59.69,9.25
916,2007,47.8,Oregon,28.99,OR,True,2007,130.525,4.137362637,66.52,9.614166666666668
917,2008,46.8,Oregon,28.63,OR,True,2007,161.525,3.447802198,94.04,11.5625
918,2009,47.3,Oregon,27.62,OR,True,2007,182.40833333333333,2.386939983,56.35,5.14
919,2010,47.1,Oregon,37.91,OR,True,2007,189.55,2.04475,74.71,5.524166666666667
920,2011,46.3,Oregon,30.68,OR,True,2007,207.04166666666663,1.67725,95.73,5.066666666666666
921,2012,48.0,Oregon,40.08,OR,True,2007,211.29166666666663,0.876416667,94.52,3.45
922,2013,47.6,Oregon,22.72,OR,True,2007,208.11666666666667,0.696333333,95.99,4.566666666666666
923,2014,49.6,Oregon,35.29,OR,True,2007,199.93333333333337,0.6415,87.39,5.113333333333333
924,2015,50.4,Oregon,30.17,OR,True,2007,194.0,0.5965,44.39,3.0700000000000003
925,2016,48.8,Oregon,34.68,OR,True,2007,189.58333333333331,0.5505,38.29,3.0966666666666662
926,2017,48.0,Oregon,36.22,OR,True,2007,195.8166666666667,0.462166667,48.05,3.4933333333333336
927,2018,48.4,Oregon,25.41,OR,True,2007,199.59166666666667,0.4115,61.4,3.523333333333333
928,2019,47.1,Oregon,30.03,OR,True,2007,199.825,0.37725,55.59,2.803333333333333
929,2020,48.8,Oregon,28.76,OR,True,2007,188.9416666666667,,36.86,2.2416666666666667
930,1990,50.7,Pennsylvania,49.7,PA,True,1998,,8.805156382,20.03,
931,1991,50.7,Pennsylvania,33.36,PA,True,1998,,7.95646661,16.54,
932,1992,47.6,Pennsylvania,41.61,PA,True,1998,,7.21386306,15.99,
933,1993,48.2,Pennsylvania,45.8,PA,True,1998,,7.107776839,14.25,
934,1994,48.0,Pennsylvania,48.19,PA,True,1998,,6.365173288,13.19,
935,1995,48.5,Pennsylvania,37.51,PA,True,1998,,5.834742181,14.62,
936,1996,47.6,Pennsylvania,56.31,PA,True,1998,,6.046914624,18.46,
937,1997,48.0,Pennsylvania,38.8,PA,True,1998,,6.365173288,17.23,4.315
938,1998,51.8,Pennsylvania,40.41,PA,True,1998,,5.728655959,10.87,3.5683333333333334
939,1999,50.0,Pennsylvania,41.12,PA,True,1998,,5.092138631,15.56,3.876666666666667
940,2000,48.5,Pennsylvania,41.38,PA,True,1998,,4.879966188,26.72,7.526666666666666
941,2001,49.9,Pennsylvania,34.36,PA,True,1998,,4.773879966,21.84,5.665
942,2002,50.3,Pennsylvania,43.55,PA,True,1998,99.76666666666668,4.031276416,22.51,5.429166666666667
943,2003,48.0,Pennsylvania,53.57,PA,True,1998,99.93333333333334,3.978233305,27.56,8.579166666666667
944,2004,49.1,Pennsylvania,53.9,PA,True,1998,108.91666666666669,4.137362637,36.77,8.965833333333334
945,2005,49.5,Pennsylvania,42.97,PA,True,1998,116.51666666666668,4.243448859,50.28,13.141666666666666
946,2006,50.8,Pennsylvania,47.57,PA,True,1998,126.3,4.455621302,59.69,9.25
947,2007,49.5,Pennsylvania,44.12,PA,True,1998,130.525,4.137362637,66.52,9.614166666666668
948,2008,48.8,Pennsylvania,45.82,PA,True,1998,161.525,3.447802198,94.04,11.5625
949,2009,48.4,Pennsylvania,42.77,PA,True,1998,182.40833333333333,2.386939983,56.35,5.14
950,2010,50.1,Pennsylvania,42.31,PA,True,1998,189.55,2.04475,74.71,5.524166666666667
951,2011,50.4,Pennsylvania,61.0,PA,True,1998,207.04166666666663,1.67725,95.73,5.066666666666666
952,2012,51.8,Pennsylvania,43.49,PA,True,1998,211.29166666666663,0.876416667,94.52,3.45
953,2013,49.0,Pennsylvania,41.82,PA,True,1998,208.11666666666667,0.696333333,95.99,4.566666666666666
954,2014,47.4,Pennsylvania,42.43,PA,True,1998,199.93333333333337,0.6415,87.39,5.113333333333333
955,2015,49.5,Pennsylvania,43.1,PA,True,1998,194.0,0.5965,44.39,3.0700000000000003
956,2016,50.9,Pennsylvania,39.0,PA,True,1998,189.58333333333331,0.5505,38.29,3.0966666666666662
957,2017,50.6,Pennsylvania,46.61,PA,True,1998,195.8166666666667,0.462166667,48.05,3.4933333333333336
958,2018,49.8,Pennsylvania,64.04,PA,True,1998,199.59166666666667,0.4115,61.4,3.523333333333333
959,2019,49.9,Pennsylvania,50.78,PA,True,1998,199.825,0.37725,55.59,2.803333333333333
960,2020,51.2,Pennsylvania,43.26,PA,True,1998,188.9416666666667,,36.86,2.2416666666666667
961,1990,51.5,Rhode Island,49.99,RI,True,2004,,8.805156382,20.03,
962,1991,51.4,Rhode Island,46.72,RI,True,2004,,7.95646661,16.54,
963,1992,48.4,Rhode Island,48.14,RI,True,2004,,7.21386306,15.99,
964,1993,49.3,Rhode Island,43.76,RI,True,2004,,7.107776839,14.25,
965,1994,49.6,Rhode Island,46.0,RI,True,2004,,6.365173288,13.19,
966,1995,49.9,Rhode Island,40.19,RI,True,2004,,5.834742181,14.62,
967,1996,49.1,Rhode Island,56.46,RI,True,2004,,6.046914624,18.46,
968,1997,49.4,Rhode Island,40.88,RI,True,2004,,6.365173288,17.23,4.315
969,1998,52.0,Rhode Island,56.39,RI,True,2004,,5.728655959,10.87,3.5683333333333334
970,1999,51.8,Rhode Island,45.98,RI,True,2004,,5.092138631,15.56,3.876666666666667
971,2000,49.5,Rhode Island,48.84,RI,True,2004,,4.879966188,26.72,7.526666666666666
972,2001,51.1,Rhode Island,43.24,RI,True,2004,,4.773879966,21.84,5.665
973,2002,51.2,Rhode Island,47.45,RI,True,2004,99.76666666666668,4.031276416,22.51,5.429166666666667
974,2003,49.0,Rhode Island,52.96,RI,True,2004,99.93333333333334,3.978233305,27.56,8.579166666666667
975,2004,49.3,Rhode Island,47.61,RI,True,2004,108.91666666666669,4.137362637,36.77,8.965833333333334
976,2005,50.1,Rhode Island,57.83,RI,True,2004,116.51666666666668,4.243448859,50.28,13.141666666666666
977,2006,51.8,Rhode Island,56.7,RI,True,2004,126.3,4.455621302,59.69,9.25
978,2007,50.3,Rhode Island,44.46,RI,True,2004,130.525,4.137362637,66.52,9.614166666666668
979,2008,50.8,Rhode Island,56.7,RI,True,2004,161.525,3.447802198,94.04,11.5625
980,2009,49.8,Rhode Island,54.02,RI,True,2004,182.40833333333333,2.386939983,56.35,5.14
981,2010,52.0,Rhode Island,53.32,RI,True,2004,189.55,2.04475,74.71,5.524166666666667
982,2011,51.6,Rhode Island,57.53,RI,True,2004,207.04166666666663,1.67725,95.73,5.066666666666666
983,2012,52.9,Rhode Island,41.13,RI,True,2004,211.29166666666663,0.876416667,94.52,3.45
984,2013,50.6,Rhode Island,43.17,RI,True,2004,208.11666666666667,0.696333333,95.99,4.566666666666666
985,2014,49.7,Rhode Island,47.24,RI,True,2004,199.93333333333337,0.6415,87.39,5.113333333333333
986,2015,50.4,Rhode Island,40.88,RI,True,2004,194.0,0.5965,44.39,3.0700000000000003
987,2016,52.2,Rhode Island,41.26,RI,True,2004,189.58333333333331,0.5505,38.29,3.0966666666666662
988,2017,51.5,Rhode Island,49.11,RI,True,2004,195.8166666666667,0.462166667,48.05,3.4933333333333336
989,2018,51.6,Rhode Island,63.18,RI,True,2004,199.59166666666667,0.4115,61.4,3.523333333333333
990,2019,50.6,Rhode Island,57.11,RI,True,2004,199.825,0.37725,55.59,2.803333333333333
991,2020,52.8,Rhode Island,44.52,RI,True,2004,188.9416666666667,,36.86,2.2416666666666667
992,1990,65.0,South Carolina,46.18,SC,True,2014,,8.805156382,20.03,
993,1991,63.8,South Carolina,50.92,SC,True,2014,,7.95646661,16.54,
994,1992,61.9,South Carolina,54.79,SC,True,2014,,7.21386306,15.99,
995,1993,62.6,South Carolina,44.12,SC,True,2014,,7.107776839,14.25,
996,1994,62.8,South Carolina,56.17,SC,True,2014,,6.365173288,13.19,
997,1995,62.5,South Carolina,54.41,SC,True,2014,,5.834742181,14.62,
998,1996,61.8,South Carolina,45.99,SC,True,2014,,6.046914624,18.46,
999,1997,62.2,South Carolina,53.87,SC,True,2014,,6.365173288,17.23,4.315
1000,1998,64.7,South Carolina,54.12,SC,True,2014,,5.728655959,10.87,3.5683333333333334
1001,1999,63.4,South Carolina,44.14,SC,True,2014,,5.092138631,15.56,3.876666666666667
1002,2000,62.2,South Carolina,41.24,SC,True,2014,,4.879966188,26.72,7.526666666666666
1003,2001,63.3,South Carolina,34.72,SC,True,2014,,4.773879966,21.84,5.665
1004,2002,63.7,South Carolina,46.54,SC,True,2014,99.76666666666668,4.031276416,22.51,5.429166666666667
1005,2003,62.4,South Carolina,55.19,SC,True,2014,99.93333333333334,3.978233305,27.56,8.579166666666667
1006,2004,63.2,South Carolina,45.85,SC,True,2014,108.91666666666669,4.137362637,36.77,8.965833333333334
1007,2005,63.1,South Carolina,47.51,SC,True,2014,116.51666666666668,4.243448859,50.28,13.141666666666666
1008,2006,63.6,South Carolina,43.73,SC,True,2014,126.3,4.455621302,59.69,9.25
1009,2007,64.3,South Carolina,34.9,SC,True,2014,130.525,4.137362637,66.52,9.614166666666668
1010,2008,62.9,South Carolina,45.77,SC,True,2014,161.525,3.447802198,94.04,11.5625
1011,2009,62.7,South Carolina,50.56,SC,True,2014,182.40833333333333,2.386939983,56.35,5.14
1012,2010,62.6,South Carolina,41.19,SC,True,2014,189.55,2.04475,74.71,5.524166666666667
1013,2011,64.1,South Carolina,38.21,SC,True,2014,207.04166666666663,1.67725,95.73,5.066666666666666
1014,2012,64.5,South Carolina,43.77,SC,True,2014,211.29166666666663,0.876416667,94.52,3.45
1015,2013,62.3,South Carolina,56.39,SC,True,2014,208.11666666666667,0.696333333,95.99,4.566666666666666
1016,2014,62.2,South Carolina,47.03,SC,True,2014,199.93333333333337,0.6415,87.39,5.113333333333333
1017,2015,64.5,South Carolina,60.66,SC,True,2014,194.0,0.5965,44.39,3.0700000000000003
1018,2016,64.9,South Carolina,46.25,SC,True,2014,189.58333333333331,0.5505,38.29,3.0966666666666662
1019,2017,65.1,South Carolina,46.57,SC,True,2014,195.8166666666667,0.462166667,48.05,3.4933333333333336
1020,2018,64.3,South Carolina,57.3,SC,True,2014,199.59166666666667,0.4115,61.4,3.523333333333333
1021,2019,65.0,South Carolina,46.03,SC,True,2014,199.825,0.37725,55.59,2.803333333333333
1022,2020,64.6,South Carolina,59.87,SC,True,2014,188.9416666666667,,36.86,2.2416666666666667
1023,1990,59.4,Tennessee,60.64,TN,False,None,,8.805156382,20.03,
1024,1991,59.1,Tennessee,60.41,TN,False,None,,7.95646661,16.54,
1025,1992,57.0,Tennessee,49.64,TN,False,None,,7.21386306,15.99,
1026,1993,57.2,Tennessee,48.25,TN,False,None,,7.107776839,14.25,
1027,1994,57.6,Tennessee,61.91,TN,False,None,,6.365173288,13.19,
1028,1995,57.4,Tennessee,52.15,TN,False,None,,5.834742181,14.62,
1029,1996,56.6,Tennessee,60.07,TN,False,None,,6.046914624,18.46,
1030,1997,56.8,Tennessee,56.51,TN,False,None,,6.365173288,17.23,4.315
1031,1998,60.2,Tennessee,57.57,TN,False,None,,5.728655959,10.87,3.5683333333333334
1032,1999,59.3,Tennessee,46.05,TN,False,None,,5.092138631,15.56,3.876666666666667
1033,2000,58.0,Tennessee,45.02,TN,False,None,,4.879966188,26.72,7.526666666666666
1034,2001,58.2,Tennessee,54.0,TN,False,None,,4.773879966,21.84,5.665
1035,2002,58.7,Tennessee,59.22,TN,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
1036,2003,57.5,Tennessee,61.76,TN,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
1037,2004,58.5,Tennessee,61.24,TN,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
1038,2005,58.8,Tennessee,44.68,TN,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
1039,2006,58.9,Tennessee,48.87,TN,False,None,126.3,4.455621302,59.69,9.25
1040,2007,59.9,Tennessee,37.72,TN,False,None,130.525,4.137362637,66.52,9.614166666666668
1041,2008,57.6,Tennessee,49.77,TN,False,None,161.525,3.447802198,94.04,11.5625
1042,2009,57.6,Tennessee,60.28,TN,False,None,182.40833333333333,2.386939983,56.35,5.14
1043,2010,57.9,Tennessee,49.65,TN,False,None,189.55,2.04475,74.71,5.524166666666667
1044,2011,58.9,Tennessee,62.59,TN,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
1045,2012,60.3,Tennessee,46.89,TN,False,None,211.29166666666663,0.876416667,94.52,3.45
1046,2013,57.1,Tennessee,63.27,TN,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
1047,2014,56.6,Tennessee,53.52,TN,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
1048,2015,59.0,Tennessee,59.16,TN,False,None,194.0,0.5965,44.39,3.0700000000000003
1049,2016,60.3,Tennessee,47.04,TN,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
1050,2017,60.0,Tennessee,56.22,TN,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
1051,2018,59.1,Tennessee,67.14,TN,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
1052,2019,59.8,Tennessee,66.91,TN,False,None,199.825,0.37725,55.59,2.803333333333333
1053,2020,59.3,Tennessee,65.73,TN,False,None,188.9416666666667,,36.86,2.2416666666666667
1054,1990,65.6,Texas,31.44,TX,True,1999,,8.805156382,20.03,
1055,1991,64.8,Texas,37.2,TX,True,1999,,7.95646661,16.54,
1056,1992,64.4,Texas,33.6,TX,True,1999,,7.21386306,15.99,
1057,1993,64.1,Texas,27.37,TX,True,1999,,7.107776839,14.25,
1058,1994,65.6,Texas,29.31,TX,True,1999,,6.365173288,13.19,
1059,1995,65.2,Texas,27.68,TX,True,1999,,5.834742181,14.62,
1060,1996,65.4,Texas,24.6,TX,True,1999,,6.046914624,18.46,
1061,1997,63.9,Texas,34.19,TX,True,1999,,6.365173288,17.23,4.315
1062,1998,67.0,Texas,27.99,TX,True,1999,,5.728655959,10.87,3.5683333333333334
1063,1999,66.6,Texas,22.05,TX,True,1999,,5.092138631,15.56,3.876666666666667
1064,2000,66.5,Texas,27.83,TX,True,1999,,4.879966188,26.72,7.526666666666666
1065,2001,65.7,Texas,29.11,TX,True,1999,,4.773879966,21.84,5.665
1066,2002,65.0,Texas,30.65,TX,True,1999,99.76666666666668,4.031276416,22.51,5.429166666666667
1067,2003,65.5,Texas,24.2,TX,True,1999,99.93333333333334,3.978233305,27.56,8.579166666666667
1068,2004,65.2,Texas,39.36,TX,True,1999,108.91666666666669,4.137362637,36.77,8.965833333333334
1069,2005,66.0,Texas,22.2,TX,True,1999,116.51666666666668,4.243448859,50.28,13.141666666666666
1070,2006,67.1,Texas,25.13,TX,True,1999,126.3,4.455621302,59.69,9.25
1071,2007,64.8,Texas,36.2,TX,True,1999,130.525,4.137362637,66.52,9.614166666666668
1072,2008,65.5,Texas,23.8,TX,True,1999,161.525,3.447802198,94.04,11.5625
1073,2009,65.8,Texas,28.54,TX,True,1999,182.40833333333333,2.386939983,56.35,5.14
1074,2010,65.1,Texas,27.81,TX,True,1999,189.55,2.04475,74.71,5.524166666666667
1075,2011,67.3,Texas,14.7,TX,True,1999,207.04166666666663,1.67725,95.73,5.066666666666666
1076,2012,67.8,Texas,24.1,TX,True,1999,211.29166666666663,0.876416667,94.52,3.45
1077,2013,65.1,Texas,26.02,TX,True,1999,208.11666666666667,0.696333333,95.99,4.566666666666666
1078,2014,64.8,Texas,24.01,TX,True,1999,199.93333333333337,0.6415,87.39,5.113333333333333
1079,2015,65.8,Texas,41.23,TX,True,1999,194.0,0.5965,44.39,3.0700000000000003
1080,2016,67.2,Texas,32.1,TX,True,1999,189.58333333333331,0.5505,38.29,3.0966666666666662
1081,2017,67.3,Texas,30.28,TX,True,1999,195.8166666666667,0.462166667,48.05,3.4933333333333336
1082,2018,66.0,Texas,33.72,TX,True,1999,199.59166666666667,0.4115,61.4,3.523333333333333
1083,2019,65.9,Texas,26.86,TX,True,1999,199.825,0.37725,55.59,2.803333333333333
1084,2020,66.9,Texas,26.17,TX,True,1999,188.9416666666667,,36.86,2.2416666666666667
1085,1990,48.7,Utah,12.15,UT,True,None,,8.805156382,20.03,
1086,1991,47.5,Utah,13.51,UT,True,None,,7.95646661,16.54,
1087,1992,49.0,Utah,13.0,UT,True,None,,7.21386306,15.99,
1088,1993,46.8,Utah,15.64,UT,True,None,,7.107776839,14.25,
1089,1994,49.7,Utah,13.12,UT,True,None,,6.365173288,13.19,
1090,1995,49.2,Utah,15.55,UT,True,None,,5.834742181,14.62,
1091,1996,49.6,Utah,14.18,UT,True,None,,6.046914624,18.46,
1092,1997,48.2,Utah,16.8,UT,True,None,,6.365173288,17.23,4.315
1093,1998,48.3,Utah,17.4,UT,True,None,,5.728655959,10.87,3.5683333333333334
1094,1999,49.2,Utah,12.43,UT,True,None,,5.092138631,15.56,3.876666666666667
1095,2000,50.2,Utah,13.53,UT,True,None,,4.879966188,26.72,7.526666666666666
1096,2001,50.0,Utah,11.69,UT,True,None,,4.773879966,21.84,5.665
1097,2002,48.8,Utah,9.04,UT,True,None,99.76666666666668,4.031276416,22.51,5.429166666666667
1098,2003,50.6,Utah,11.53,UT,True,None,99.93333333333334,3.978233305,27.56,8.579166666666667
1099,2004,48.7,Utah,15.27,UT,True,None,108.91666666666669,4.137362637,36.77,8.965833333333334
1100,2005,49.3,Utah,16.68,UT,True,None,116.51666666666668,4.243448859,50.28,13.141666666666666
1101,2006,49.2,Utah,14.41,UT,True,None,126.3,4.455621302,59.69,9.25
1102,2007,49.9,Utah,11.28,UT,True,None,130.525,4.137362637,66.52,9.614166666666668
1103,2008,48.1,Utah,11.66,UT,True,None,161.525,3.447802198,94.04,11.5625
1104,2009,48.4,Utah,11.8,UT,True,None,182.40833333333333,2.386939983,56.35,5.14
1105,2010,48.3,Utah,17.23,UT,True,None,189.55,2.04475,74.71,5.524166666666667
1106,2011,47.6,Utah,14.71,UT,True,None,207.04166666666663,1.67725,95.73,5.066666666666666
1107,2012,50.9,Utah,10.69,UT,True,None,211.29166666666663,0.876416667,94.52,3.45
1108,2013,47.8,Utah,13.21,UT,True,None,208.11666666666667,0.696333333,95.99,4.566666666666666
1109,2014,50.4,Utah,13.33,UT,True,None,199.93333333333337,0.6415,87.39,5.113333333333333
1110,2015,50.7,Utah,15.41,UT,True,None,194.0,0.5965,44.39,3.0700000000000003
1111,2016,50.2,Utah,14.04,UT,True,None,189.58333333333331,0.5505,38.29,3.0966666666666662
1112,2017,50.7,Utah,12.83,UT,True,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
1113,2018,50.4,Utah,11.58,UT,True,None,199.59166666666667,0.4115,61.4,3.523333333333333
1114,2019,47.9,Utah,16.94,UT,True,None,199.825,0.37725,55.59,2.803333333333333
1115,2020,50.4,Utah,7.24,UT,True,None,188.9416666666667,,36.86,2.2416666666666667
1116,1990,44.0,Vermont,54.25,VT,True,2015,,8.805156382,20.03,
1117,1991,43.5,Vermont,41.76,VT,True,2015,,7.95646661,16.54,
1118,1992,40.6,Vermont,38.56,VT,True,2015,,7.21386306,15.99,
1119,1993,41.2,Vermont,41.79,VT,True,2015,,7.107776839,14.25,
1120,1994,41.3,Vermont,43.08,VT,True,2015,,6.365173288,13.19,
1121,1995,42.3,Vermont,42.19,VT,True,2015,,5.834742181,14.62,
1122,1996,42.0,Vermont,52.62,VT,True,2015,,6.046914624,18.46,
1123,1997,41.1,Vermont,42.78,VT,True,2015,,6.365173288,17.23,4.315
1124,1998,45.2,Vermont,47.53,VT,True,2015,,5.728655959,10.87,3.5683333333333334
1125,1999,44.3,Vermont,42.45,VT,True,2015,,5.092138631,15.56,3.876666666666667
1126,2000,41.8,Vermont,48.62,VT,True,2015,,4.879966188,26.72,7.526666666666666
1127,2001,43.8,Vermont,34.36,VT,True,2015,,4.773879966,21.84,5.665
1128,2002,43.6,Vermont,47.26,VT,True,2015,99.76666666666668,4.031276416,22.51,5.429166666666667
1129,2003,41.5,Vermont,49.82,VT,True,2015,99.93333333333334,3.978233305,27.56,8.579166666666667
1130,2004,41.8,Vermont,41.85,VT,True,2015,108.91666666666669,4.137362637,36.77,8.965833333333334
1131,2005,43.4,Vermont,52.39,VT,True,2015,116.51666666666668,4.243448859,50.28,13.141666666666666
1132,2006,45.1,Vermont,54.28,VT,True,2015,126.3,4.455621302,59.69,9.25
1133,2007,42.2,Vermont,48.83,VT,True,2015,130.525,4.137362637,66.52,9.614166666666668
1134,2008,43.0,Vermont,54.63,VT,True,2015,161.525,3.447802198,94.04,11.5625
1135,2009,42.3,Vermont,47.43,VT,True,2015,182.40833333333333,2.386939983,56.35,5.14
1136,2010,44.9,Vermont,49.21,VT,True,2015,189.55,2.04475,74.71,5.524166666666667
1137,2011,44.3,Vermont,58.22,VT,True,2015,207.04166666666663,1.67725,95.73,5.066666666666666
1138,2012,45.8,Vermont,42.35,VT,True,2015,211.29166666666663,0.876416667,94.52,3.45
1139,2013,43.2,Vermont,46.56,VT,True,2015,208.11666666666667,0.696333333,95.99,4.566666666666666
1140,2014,42.0,Vermont,46.08,VT,True,2015,199.93333333333337,0.6415,87.39,5.113333333333333
1141,2015,42.6,Vermont,42.44,VT,True,2015,194.0,0.5965,44.39,3.0700000000000003
